# estimate_k1_margin seed=20260903 nkeys=10000 nwrong=1000 tau=8 dtype=float32 device=cpu shard=27/30
key_index,col,true_count,wrong_max,wrong_mean,wrong_ge_tau
27,0,31,0,0.0000,0
27,1,30,0,0.0000,0
27,2,30,0,0.0000,0
27,3,32,0,0.0000,0
57,0,32,0,0.0000,0
57,1,31,0,0.0000,0
57,2,30,0,0.0000,0
57,3,31,0,0.0000,0
87,0,31,0,0.0000,0
87,1,28,0,0.0000,0
87,2,32,0,0.0000,0
87,3,32,0,0.0000,0
117,0,32,0,0.0000,0
117,1,32,0,0.0000,0
117,2,32,0,0.0000,0
117,3,30,0,0.0000,0
147,0,24,0,0.0000,0
147,1,31,0,0.0000,0
147,2,32,0,0.0000,0
147,3,30,0,0.0000,0
177,0,23,0,0.0000,0
177,1,32,0,0.0000,0
177,2,30,0,0.0000,0
177,3,7,0,0.0000,0
207,0,30,0,0.0000,0
207,1,30,0,0.0000,0
207,2,28,0,0.0000,0
207,3,31,0,0.0000,0
237,0,31,0,0.0000,0
237,1,31,0,0.0000,0
237,2,31,0,0.0000,0
237,3,22,0,0.0000,0
267,0,32,0,0.0000,0
267,1,30,0,0.0000,0
267,2,32,0,0.0000,0
267,3,31,0,0.0000,0
297,0,32,0,0.0000,0
297,1,16,0,0.0000,0
297,2,31,0,0.0000,0
297,3,29,0,0.0000,0
327,0,32,0,0.0000,0
327,1,30,0,0.0000,0
327,2,31,0,0.0000,0
327,3,31,0,0.0000,0
357,0,30,0,0.0000,0
357,1,32,0,0.0000,0
357,2,30,0,0.0000,0
357,3,24,0,0.0000,0
387,0,31,0,0.0000,0
387,1,31,0,0.0000,0
387,2,32,0,0.0000,0
387,3,30,0,0.0000,0
417,0,31,0,0.0000,0
417,1,31,0,0.0000,0
417,2,23,0,0.0000,0
417,3,32,0,0.0000,0
447,0,31,0,0.0000,0
447,1,31,0,0.0000,0
447,2,31,0,0.0000,0
447,3,22,0,0.0000,0
477,0,30,0,0.0000,0
477,1,24,0,0.0000,0
477,2,32,0,0.0000,0
477,3,30,0,0.0000,0
507,0,23,0,0.0000,0
507,1,31,0,0.0000,0
507,2,32,0,0.0000,0
507,3,23,0,0.0000,0
537,0,32,0,0.0000,0
537,1,31,0,0.0000,0
537,2,24,0,0.0000,0
537,3,32,0,0.0000,0
567,0,23,0,0.0000,0
567,1,32,0,0.0000,0
567,2,32,0,0.0000,0
567,3,32,0,0.0000,0
597,0,32,0,0.0000,0
597,1,31,0,0.0000,0
597,2,32,0,0.0000,0
597,3,16,0,0.0000,0
627,0,32,0,0.0000,0
627,1,31,0,0.0000,0
627,2,31,0,0.0000,0
627,3,32,0,0.0000,0
657,0,24,0,0.0000,0
657,1,30,0,0.0000,0
657,2,32,0,0.0000,0
657,3,30,0,0.0000,0
687,0,31,0,0.0000,0
687,1,23,0,0.0000,0
687,2,32,0,0.0000,0
687,3,31,0,0.0000,0
717,0,24,0,0.0000,0
717,1,24,0,0.0000,0
717,2,15,0,0.0000,0
717,3,23,0,0.0000,0
747,0,31,0,0.0000,0
747,1,31,0,0.0000,0
747,2,31,0,0.0000,0
747,3,24,0,0.0000,0
777,0,32,0,0.0000,0
777,1,31,0,0.0000,0
777,2,30,0,0.0000,0
777,3,31,0,0.0000,0
807,0,30,0,0.0000,0
807,1,32,0,0.0000,0
807,2,32,0,0.0000,0
807,3,32,0,0.0000,0
837,0,32,0,0.0000,0
837,1,31,0,0.0000,0
837,2,29,0,0.0000,0
837,3,32,0,0.0000,0
867,0,22,0,0.0000,0
867,1,31,0,0.0000,0
867,2,32,0,0.0000,0
867,3,32,0,0.0000,0
897,0,31,0,0.0000,0
897,1,31,0,0.0000,0
897,2,31,0,0.0000,0
897,3,32,0,0.0000,0
927,0,31,0,0.0000,0
927,1,31,0,0.0000,0
927,2,31,0,0.0000,0
927,3,31,0,0.0000,0
957,0,24,0,0.0000,0
957,1,32,0,0.0000,0
957,2,31,0,0.0000,0
957,3,23,0,0.0000,0
987,0,22,0,0.0000,0
987,1,32,0,0.0000,0
987,2,29,0,0.0000,0
987,3,24,0,0.0000,0
1017,0,32,0,0.0000,0
1017,1,23,0,0.0000,0
1017,2,30,0,0.0000,0
1017,3,31,0,0.0000,0
1047,0,30,0,0.0000,0
1047,1,22,0,0.0000,0
1047,2,24,0,0.0000,0
1047,3,31,0,0.0000,0
1077,0,31,0,0.0000,0
1077,1,32,0,0.0000,0
1077,2,31,0,0.0000,0
1077,3,32,0,0.0000,0
1107,0,29,0,0.0000,0
1107,1,30,0,0.0000,0
1107,2,31,0,0.0000,0
1107,3,32,0,0.0000,0
1137,0,23,0,0.0000,0
1137,1,23,0,0.0000,0
1137,2,30,0,0.0000,0
1137,3,30,0,0.0000,0
1167,0,32,0,0.0000,0
1167,1,23,0,0.0000,0
1167,2,32,0,0.0000,0
1167,3,32,0,0.0000,0
1197,0,32,0,0.0000,0
1197,1,31,0,0.0000,0
1197,2,31,0,0.0000,0
1197,3,31,0,0.0000,0
1227,0,22,0,0.0000,0
1227,1,32,0,0.0000,0
1227,2,32,0,0.0000,0
1227,3,32,0,0.0000,0
1257,0,32,0,0.0000,0
